City/Town,Ward,Precinct,Democratic,Republican, Libertarian ,Green-Rainbow,All Others,No Preference,Blanks,Total Votes Cast
New Bedford,3,B,457.00,207.00,6.00,3.00,1.00,0.00,5.00,679.00
New Bedford,3,C,401.00,237.00,6.00,2.00,2.00,0.00,10.00,658.00
New Bedford,3,D,510.00,320.00,5.00,6.00,1.00,0.00,9.00,851.00
New Bedford,3,E,768.00,494.00,16.00,5.00,3.00,0.00,5.00,1291.00
New Bedford,3,F,766.00,424.00,8.00,4.00,1.00,0.00,11.00,1214.00
New Bedford,4,A,476.00,164.00,6.00,3.00,0.00,0.00,4.00,653.00
New Bedford,4,B,865.00,294.00,7.00,4.00,6.00,0.00,5.00,1181.00
New Bedford,4,C,814.00,255.00,15.00,9.00,1.00,0.00,9.00,1103.00
New Bedford,4,D,648.00,248.00,5.00,9.00,5.00,0.00,5.00,920.00
New Bedford,4,E,597.00,313.00,17.00,4.00,3.00,0.00,7.00,941.00
New Bedford,4,F,652.00,259.00,9.00,5.00,3.00,0.00,3.00,931.00
New Bedford,5,A,490.00,255.00,5.00,5.00,2.00,0.00,3.00,760.00
New Bedford,5,B,776.00,301.00,8.00,8.00,5.00,0.00,5.00,1103.00
New Bedford,5,C,552.00,375.00,3.00,4.00,7.00,0.00,5.00,946.00
New Bedford,5,D,893.00,345.00,17.00,12.00,5.00,0.00,5.00,1277.00
New Bedford,5,E,943.00,528.00,16.00,9.00,7.00,0.00,8.00,1511.00
New Bedford,5,F,904.00,510.00,13.00,6.00,3.00,0.00,9.00,1445.00
New Bedford,6,A,662.00,455.00,10.00,4.00,1.00,0.00,9.00,1141.00
New Bedford,6,B,586.00,455.00,7.00,5.00,3.00,0.00,3.00,1059.00
New Bedford,6,C,300.00,144.00,5.00,3.00,0.00,0.00,3.00,455.00
New Bedford,6,D,268.00,181.00,8.00,2.00,1.00,0.00,5.00,465.00
New Bedford,6,E,381.00,238.00,11.00,7.00,3.00,0.00,4.00,644.00
New Bedford,6,F,496.00,277.00,8.00,4.00,0.00,0.00,8.00,793.00
New Salem, -,1,419.00,237.00,8.00,12.00,5.00,0.00,0.00,681.00
Newburyport,1,1,1246.00,329.00,24.00,6.00,0.00,0.00,30.00,1635.00
Newburyport,2,1,1666.00,395.00,31.00,8.00,0.00,0.00,26.00,2126.00
Newburyport,5,1,1246.00,630.00,34.00,11.00,0.00,0.00,31.00,1952.00
Newton,1,4,1117.00,435.00,14.00,9.00,17.00,0.00,17.00,1609.00
Newton,2,1,1324.00,294.00,18.00,12.00,7.00,0.00,6.00,1661.00
Newton,2,2,925.00,180.00,12.00,7.00,11.00,0.00,8.00,1143.00
Newton,3,3,1299.00,390.00,14.00,2.00,6.00,0.00,6.00,1717.00
Newton,3,4,1268.00,391.00,15.00,10.00,9.00,0.00,12.00,1705.00
Newton,4,1,1290.00,283.00,21.00,10.00,7.00,0.00,8.00,1619.00
Newton,4,2,1232.00,175.00,11.00,7.00,2.00,0.00,7.00,1434.00
Newton,4,3,882.00,181.00,11.00,5.00,7.00,0.00,7.00,1093.00
Newton,5,2,1386.00,197.00,14.00,9.00,4.00,0.00,8.00,1618.00
Newton,5,3,1686.00,224.00,13.00,7.00,11.00,0.00,10.00,1951.00
Newton,5,4,1612.00,203.00,20.00,6.00,11.00,0.00,5.00,1857.00
Newton,6,1,1194.00,305.00,20.00,4.00,7.00,0.00,14.00,1544.00
Newton,6,2,1430.00,179.00,11.00,9.00,3.00,0.00,7.00,1639.00
Newton,6,3,1565.00,169.00,9.00,11.00,10.00,0.00,2.00,1766.00
Newton,6,4,1661.00,204.00,18.00,10.00,11.00,0.00,8.00,1912.00
Newton,7,1,1191.00,234.00,31.00,9.00,10.00,0.00,9.00,1484.00
Newton,7,2,1595.00,256.00,18.00,6.00,16.00,0.00,9.00,1900.00
Newton,7,3,439.00,80.00,8.00,1.00,5.00,0.00,2.00,535.00
Newton,7,4,685.00,134.00,7.00,3.00,8.00,0.00,5.00,842.00
Newton,8,1,1388.00,478.00,26.00,5.00,12.00,0.00,17.00,1926.00
Newton,8,2,1325.00,412.00,17.00,1.00,19.00,0.00,17.00,1791.00
Newton,8,3,1354.00,370.00,17.00,8.00,9.00,0.00,12.00,1770.00
Newton,8,4,822.00,287.00,17.00,6.00,9.00,0.00,4.00,1145.00
Norfolk, -,1,874.00,584.00,28.00,2.00,12.00,0.00,15.00,1515.00
Norfolk, -,2,1751.00,1080.00,43.00,16.00,17.00,0.00,21.00,2928.00
Norfolk, -,3,1475.00,906.00,35.00,5.00,25.00,0.00,15.00,2461.00
N. Adams,1,1,932.00,388.00,11.00,6.00,0.00,0.00,12.00,1349.00
N. Adams,2,2,848.00,288.00,14.00,6.00,0.00,0.00,10.00,1166.00
N. Adams,3,3,678.00,216.00,10.00,15.00,0.00,0.00,9.00,928.00
N. Adams,4,4,957.00,390.00,16.00,7.00,0.00,0.00,14.00,1384.00
N. Adams,5,5,801.00,318.00,21.00,10.00,0.00,0.00,9.00,1159.00
N. Andover, -,1,1248.00,759.00,29.00,9.00,9.00,0.00,15.00,2069.00
N. Andover, -,2,1373.00,838.00,39.00,12.00,20.00,0.00,16.00,2298.00
N. Andover, -,3,1331.00,766.00,22.00,10.00,13.00,0.00,9.00,2151.00
N. Andover, -,4,1691.00,915.00,25.00,5.00,14.00,0.00,15.00,2665.00
N. Andover, -,5,988.00,537.00,16.00,3.00,9.00,0.00,10.00,1563.00
N. Andover, -,6,1459.00,942.00,30.00,7.00,23.00,0.00,20.00,2481.00
N. Andover, -,7,1516.00,817.00,31.00,14.00,25.00,0.00,14.00,2417.00
N. Andover, -,8,1416.00,974.00,52.00,5.00,20.00,0.00,11.00,2478.00
N. Attleborough, -,1,958.00,600.00,16.00,14.00,4.00,0.00,8.00,1600.00
N. Attleborough, -,2,1113.00,797.00,34.00,8.00,4.00,0.00,10.00,1966.00
N. Attleborough, -,3,1070.00,874.00,38.00,16.00,4.00,0.00,20.00,2022.00
N. Attleborough, -,4,978.00,602.00,21.00,6.00,4.00,0.00,5.00,1616.00
N. Attleborough, -,5,1003.00,760.00,21.00,15.00,7.00,0.00,13.00,1819.00
N. Attleborough, -,6,1232.00,800.00,46.00,13.00,9.00,0.00,15.00,2115.00
N. Attleborough, -,7,1188.00,900.00,24.00,6.00,16.00,0.00,12.00,2146.00
N. Attleborough, -,8,1126.00,851.00,33.00,8.00,7.00,0.00,12.00,2037.00
N. Attleborough, -,9,1056.00,866.00,29.00,10.00,4.00,0.00,14.00,1979.00
N. Brookfield, -,1,1181.00,1459.00,54.00,10.00,11.00,0.00,16.00,2731.00
N. Reading, -,1,1412.00,1124.00,36.00,9.00,17.00,0.00,14.00,2612.00
N. Reading, -,2,1398.00,937.00,34.00,5.00,16.00,0.00,21.00,2411.00
N. Reading, -,3,1371.00,1012.00,35.00,6.00,11.00,0.00,20.00,2455.00
N. Reading, -,4,1404.00,1043.00,35.00,15.00,10.00,0.00,22.00,2529.00
Northampton,1,A,955.00,102.00,15.00,17.00,4.00,0.00,8.00,1101.00
Northampton,1,B,1339.00,137.00,11.00,21.00,6.00,0.00,8.00,1522.00
Northampton,2,A,1209.00,57.00,8.00,10.00,4.00,0.00,2.00,1290.00
Northampton,2,B,825.00,47.00,9.00,2.00,3.00,0.00,2.00,888.00
Northampton,3,A,1247.00,107.00,10.00,27.00,8.00,0.00,4.00,1403.00
Northampton,3,B,1166.00,109.00,16.00,28.00,7.00,0.00,9.00,1335.00
Northampton,4,A,908.00,62.00,5.00,18.00,8.00,0.00,6.00,1007.00
Northampton,4,B,1116.00,93.00,7.00,10.00,10.00,0.00,3.00,1239.00
Northampton,5,A,1035.00,142.00,6.00,9.00,6.00,0.00,3.00,1201.00
Northampton,5,B,1125.00,116.00,6.00,12.00,2.00,0.00,4.00,1265.00
Northampton,6,A,1049.00,270.00,12.00,10.00,4.00,0.00,8.00,1353.00
Northampton,6,B,1259.00,230.00,18.00,11.00,6.00,0.00,15.00,1539.00
Northampton,7,A,1241.00,168.00,10.00,16.00,4.00,0.00,10.00,1449.00
Northampton,7,B,1175.00,215.00,13.00,8.00,4.00,0.00,9.00,1424.00
Northborough, -,1,1643.00,728.00,30.00,15.00,22.00,0.00,11.00,2449.00
Northborough, -,2,1577.00,701.00,46.00,18.00,11.00,0.00,11.00,2364.00
Northborough, -,3,1638.00,702.00,41.00,8.00,20.00,0.00,19.00,2428.00
Northborough, -,4,1618.00,782.00,49.00,10.00,28.00,0.00,18.00,2505.00
Northbridge, -,1,1178.00,1040.00,44.00,14.00,9.00,0.00,10.00,2295.00
Northbridge, -,2,1209.00,1041.00,54.00,7.00,7.00,0.00,26.00,2344.00
Northbridge, -,3,1006.00,898.00,39.00,15.00,7.00,0.00,13.00,1978.00
Northbridge, -,4,1327.00,1265.00,43.00,12.00,13.00,0.00,27.00,2687.00
Northfield, -,1,1211.00,592.00,37.00,8.00,7.00,0.00,14.00,1869.00
Norton, -,1,1290.00,1077.00,44.00,13.00,15.00,0.00,16.00,2455.00
Norton, -,2,1273.00,1038.00,30.00,16.00,16.00,0.00,9.00,2382.00
Norton, -,3,1232.00,933.00,45.00,12.00,8.00,0.00,7.00,2237.00
Norton, -,4,1400.00,1070.00,49.00,15.00,15.00,0.00,16.00,2565.00
Norton, -,5,723.00,617.00,25.00,9.00,9.00,0.00,5.00,1388.00
Norwell, -,1,1357.00,966.00,36.00,7.00,20.00,0.00,26.00,2412.00
Norwell, -,2,1479.00,1039.00,31.00,7.00,16.00,0.00,15.00,2587.00
Norwell, -,3,1455.00,915.00,26.00,4.00,28.00,0.00,19.00,2447.00
Norwood, -,1,1446.00,728.00,28.00,9.00,12.00,0.00,10.00,2233.00
Norwood, -,2,1267.00,592.00,31.00,12.00,15.00,0.00,7.00,1924.00
Norwood, -,3,1318.00,627.00,32.00,12.00,9.00,0.00,6.00,2004.00
Norwood, -,4,1349.00,728.00,26.00,9.00,16.00,0.00,14.00,2142.00
Norwood, -,5,1105.00,407.00,27.00,5.00,4.00,0.00,7.00,1555.00
Norwood, -,6,953.00,525.00,16.00,9.00,7.00,0.00,10.00,1520.00
Norwood, -,7,1268.00,701.00,23.00,11.00,15.00,0.00,16.00,2034.00
Norwood, -,8,1301.00,697.00,24.00,8.00,14.00,0.00,7.00,2051.00
Norwood, -,9,1205.00,819.00,21.00,8.00,14.00,0.00,12.00,2079.00
Oak Bluffs, -,1,2420.00,730.00,32.00,20.00,7.00,0.00,16.00,3225.00
Oakham, -,1,554.00,664.00,29.00,7.00,3.00,0.00,5.00,1262.00
Orange, -,1,902.00,907.00,28.00,24.00,4.00,0.00,7.00,1872.00
Orange, -,2,1082.00,792.00,41.00,11.00,9.00,0.00,9.00,1944.00
Orleans, -,1,3288.00,1458.00,56.00,15.00,25.00,0.00,43.00,4885.00
Otis, -,1,550.00,441.00,14.00,6.00,3.00,0.00,3.00,1017.00
Oxford, -,1,945.00,955.00,34.00,17.00,11.00,0.00,9.00,1971.00
Oxford, -,2,876.00,928.00,31.00,9.00,8.00,0.00,4.00,1856.00
Oxford, -,3,964.00,978.00,38.00,8.00,7.00,0.00,9.00,2004.00
Oxford, -,4,808.00,904.00,39.00,10.00,4.00,0.00,11.00,1776.00
Palmer, -,1,768.00,797.00,19.00,7.00,8.00,0.00,2.00,1601.00
Palmer, -,2,802.00,923.00,24.00,6.00,8.00,0.00,6.00,1769.00
Palmer, -,3,750.00,594.00,26.00,14.00,1.00,0.00,6.00,1391.00
Palmer, -,4,679.00,819.00,29.00,5.00,4.00,0.00,6.00,1542.00
Paxton, -,1,1625.00,1268.00,41.00,12.00,16.00,0.00,13.00,2975.00
Peabody,1,1,1020.00,672.00,17.00,7.00,9.00,0.00,9.00,1734.00
Peabody,1,2,994.00,834.00,22.00,5.00,7.00,0.00,14.00,1876.00
Peabody,1,3,1108.00,954.00,23.00,2.00,8.00,0.00,11.00,2106.00
Peabody,2,1,893.00,380.00,9.00,1.00,9.00,0.00,3.00,1295.00
Peabody,2,2,799.00,408.00,13.00,6.00,4.00,0.00,3.00,1233.00
Peabody,2,3,859.00,611.00,29.00,10.00,5.00,0.00,6.00,1520.00
Peabody,3,1,679.00,352.00,18.00,6.00,2.00,0.00,4.00,1061.00
Peabody,3,2,799.00,521.00,11.00,4.00,4.00,0.00,16.00,1355.00
Peabody,3,3,881.00,636.00,19.00,8.00,3.00,0.00,10.00,1557.00
Peabody,4,1,963.00,654.00,24.00,7.00,5.00,0.00,8.00,1661.00
Peabody,4,2,913.00,643.00,17.00,5.00,5.00,0.00,14.00,1597.00
Peabody,4,3,516.00,396.00,4.00,3.00,2.00,0.00,6.00,927.00
Peabody,5,1,994.00,867.00,18.00,6.00,6.00,0.00,9.00,1900.00
Peabody,5,2,733.00,748.00,14.00,5.00,7.00,0.00,8.00,1515.00
Peabody,5,3,948.00,764.00,21.00,9.00,6.00,0.00,10.00,1758.00
Peabody,6,1,893.00,1002.00,20.00,5.00,9.00,0.00,5.00,1934.00
Peabody,6,2,908.00,969.00,18.00,3.00,9.00,0.00,9.00,1916.00
Peabody,6,3,891.00,949.00,13.00,3.00,9.00,0.00,16.00,1881.00
Pelham, -,1,819.00,89.00,8.00,7.00,2.00,0.00,5.00,930.00
Pembroke, -,1,1329.00,1135.00,38.00,16.00,16.00,0.00,13.00,2547.00
Pembroke, -,2,1145.00,1021.00,27.00,11.00,11.00,0.00,14.00,2229.00
Pembroke, -,3,1244.00,1029.00,42.00,20.00,17.00,0.00,16.00,2368.00
Pembroke, -,4,1238.00,1083.00,36.00,16.00,17.00,0.00,9.00,2399.00
Pembroke, -,5,1218.00,995.00,24.00,10.00,15.00,0.00,13.00,2275.00
Pepperell, -,1,1298.00,1099.00,50.00,12.00,13.00,0.00,19.00,2491.00
Pepperell, -,2,1361.00,1083.00,51.00,15.00,20.00,0.00,13.00,2543.00
Pepperell, -,3,1210.00,1023.00,45.00,11.00,16.00,0.00,13.00,2318.00
Peru, -,1,299.00,216.00,14.00,2.00,2.00,0.00,2.00,535.00
Petersham, -,1,528.00,321.00,17.00,4.00,2.00,0.00,8.00,880.00
Phillipston, -,1,465.00,607.00,20.00,2.00,0.00,0.00,9.00,1103.00
Pittsfield,1,A,944.00,312.00,18.00,7.00,1.00,0.00,3.00,1285.00
Pittsfield,1,B,1161.00,397.00,15.00,19.00,5.00,0.00,2.00,1599.00
Pittsfield,2,A,706.00,184.00,12.00,10.00,2.00,0.00,6.00,920.00
Pittsfield,2,B,1269.00,377.00,20.00,7.00,4.00,0.00,6.00,1683.00
Pittsfield,3,A,1412.00,376.00,18.00,11.00,11.00,0.00,2.00,1830.00
Pittsfield,3,B,1448.00,420.00,32.00,10.00,5.00,0.00,2.00,1917.00
Pittsfield,4,A,1411.00,394.00,25.00,13.00,4.00,0.00,9.00,1856.00
Pittsfield,4,B,1534.00,557.00,19.00,11.00,8.00,0.00,10.00,2139.00
Pittsfield,5,A,1198.00,301.00,22.00,10.00,7.00,0.00,8.00,1546.00
Pittsfield,5,B,1207.00,454.00,31.00,12.00,6.00,0.00,8.00,1718.00
Pittsfield,6,A,1261.00,333.00,19.00,18.00,5.00,0.00,8.00,1644.00
Pittsfield,6,B,889.00,235.00,12.00,12.00,2.00,0.00,6.00,1156.00
Pittsfield,7,A,750.00,274.00,12.00,14.00,3.00,0.00,2.00,1055.00
Pittsfield,7,B,1214.00,403.00,35.00,12.00,2.00,0.00,12.00,1678.00
Plainfield, -,1,316.00,116.00,6.00,4.00,1.00,0.00,3.00,446.00
Plainville, -,1,1108.00,827.00,41.00,5.00,3.00,0.00,15.00,1999.00
Plainville, -,2,1097.00,803.00,35.00,18.00,0.00,0.00,21.00,1974.00
Plainville, -,3,991.00,844.00,36.00,15.00,0.00,0.00,18.00,1904.00
Plymouth, -,1,1162.00,674.00,28.00,12.00,10.00,0.00,9.00,1895.00
Plymouth, -,2,1530.00,935.00,50.00,15.00,10.00,0.00,11.00,2551.00
Plymouth, -,3,1278.00,692.00,36.00,7.00,7.00,0.00,11.00,2031.00
Plymouth, -,4,1308.00,814.00,23.00,4.00,12.00,0.00,10.00,2171.00
Plymouth, -,5,1323.00,1059.00,41.00,16.00,10.00,0.00,13.00,2462.00
Plymouth, -,6,1431.00,874.00,40.00,13.00,10.00,0.00,10.00,2378.00
Plymouth, -,7,1312.00,1008.00,33.00,8.00,13.00,0.00,9.00,2383.00
Plymouth, -,8,1378.00,1118.00,40.00,17.00,16.00,0.00,9.00,2578.00
Plymouth, -,9,1061.00,962.00,50.00,6.00,11.00,0.00,9.00,2099.00
Plymouth, -,10,888.00,700.00,14.00,5.00,6.00,0.00,8.00,1621.00
Plymouth, -,11,1329.00,1086.00,29.00,10.00,9.00,0.00,17.00,2480.00
Plymouth, -,12,1562.00,1185.00,47.00,14.00,21.00,0.00,15.00,2844.00
Plymouth, -,13,1436.00,1099.00,26.00,9.00,11.00,0.00,11.00,2592.00
Plymouth, -,14,1236.00,1177.00,44.00,19.00,16.00,0.00,24.00,2516.00
Plymouth, -,15,3032.00,1769.00,59.00,11.00,30.00,0.00,42.00,4943.00
Plympton, -,1,962.00,912.00,31.00,12.00,1.00,0.00,16.00,1934.00
Princeton, -,1,1530.00,977.00,45.00,3.00,20.00,0.00,16.00,2591.00
Provincetown, -,1,2402.00,182.00,10.00,6.00,13.00,0.00,7.00,2620.00
Quincy,1,1,999.00,466.00,18.00,11.00,6.00,0.00,23.00,1523.00
Quincy,1,2,807.00,405.00,14.00,8.00,4.00,0.00,13.00,1251.00
Quincy,1,3,1119.00,446.00,14.00,16.00,11.00,0.00,8.00,1614.00
Quincy,1,4,1091.00,799.00,24.00,5.00,11.00,0.00,12.00,1942.00
Quincy,1,5,1114.00,833.00,26.00,8.00,13.00,0.00,25.00,2019.00
Quincy,2,1,1025.00,525.00,18.00,4.00,7.00,0.00,9.00,1588.00
Quincy,2,2,1016.00,365.00,9.00,12.00,10.00,0.00,9.00,1421.00
Quincy,2,3,484.00,189.00,11.00,3.00,1.00,0.00,6.00,694.00
Quincy,2,4,880.00,388.00,16.00,8.00,6.00,0.00,14.00,1312.00
Quincy,2,5,1089.00,496.00,26.00,7.00,4.00,0.00,11.00,1633.00
Quincy,3,1,1338.00,532.00,27.00,8.00,11.00,0.00,19.00,1935.00
Quincy,3,2,1056.00,371.00,19.00,7.00,10.00,0.00,13.00,1476.00
Quincy,3,3,756.00,293.00,7.00,4.00,2.00,0.00,15.00,1077.00
Quincy,3,4,973.00,564.00,21.00,9.00,10.00,0.00,12.00,1589.00
Quincy,3,5,558.00,119.00,7.00,1.00,2.00,0.00,6.00,693.00
Quincy,4,1,1276.00,515.00,18.00,8.00,7.00,0.00,18.00,1842.00
Quincy,4,2,1138.00,613.00,24.00,4.00,9.00,0.00,9.00,1797.00
Quincy,4,3,1266.00,773.00,20.00,9.00,10.00,0.00,11.00,2089.00
Quincy,4,4,926.00,329.00,21.00,9.00,7.00,0.00,9.00,1301.00
Quincy,4,5,1011.00,464.00,20.00,9.00,7.00,0.00,15.00,1526.00
Quincy,5,1,1245.00,394.00,30.00,10.00,9.00,0.00,16.00,1704.00
Quincy,5,2,995.00,358.00,15.00,11.00,4.00,0.00,17.00,1400.00
Quincy,5,3,1168.00,462.00,22.00,8.00,8.00,0.00,8.00,1676.00
Quincy,5,4,855.00,426.00,7.00,7.00,7.00,0.00,7.00,1309.00
Quincy,5,5,1009.00,481.00,24.00,9.00,10.00,0.00,10.00,1543.00
Quincy,6,1,922.00,430.00,19.00,7.00,10.00,0.00,14.00,1402.00
Quincy,6,2,741.00,317.00,4.00,7.00,5.00,0.00,8.00,1082.00
Quincy,6,3,1327.00,674.00,25.00,7.00,11.00,0.00,25.00,2069.00
Quincy,6,4,896.00,360.00,12.00,6.00,10.00,0.00,12.00,1296.00
Quincy,6,5,1207.00,870.00,19.00,13.00,12.00,0.00,21.00,2142.00
Randolph, -,1,1137.00,261.00,7.00,9.00,8.00,0.00,5.00,1427.00
Randolph, -,2,1026.00,198.00,6.00,11.00,3.00,0.00,14.00,1258.00
Randolph, -,3,1193.00,249.00,4.00,8.00,4.00,0.00,10.00,1468.00
Randolph, -,4,1214.00,281.00,8.00,1.00,7.00,0.00,10.00,1521.00
Randolph, -,5,1064.00,352.00,11.00,4.00,5.00,0.00,13.00,1449.00
Randolph, -,6,972.00,260.00,6.00,6.00,6.00,0.00,12.00,1262.00
Randolph, -,7,1134.00,285.00,9.00,6.00,6.00,0.00,12.00,1452.00
Randolph, -,8,1178.00,230.00,12.00,6.00,8.00,0.00,9.00,1443.00
Randolph, -,9,1177.00,229.00,9.00,9.00,6.00,0.00,5.00,1435.00
Randolph, -,10,1149.00,328.00,13.00,5.00,1.00,0.00,6.00,1502.00
Randolph, -,11,1178.00,427.00,13.00,8.00,4.00,0.00,4.00,1634.00
Randolph, -,12,1254.00,423.00,15.00,2.00,10.00,0.00,10.00,1714.00
Raynham, -,1,1112.00,913.00,31.00,12.00,10.00,0.00,8.00,2086.00
Raynham, -,2,837.00,854.00,25.00,6.00,8.00,0.00,12.00,1742.00
Raynham, -,3,1145.00,1213.00,26.00,10.00,9.00,0.00,8.00,2411.00
Raynham, -,4,1020.00,941.00,34.00,8.00,0.00,0.00,15.00,2018.00
Reading, -,1,1466.00,783.00,28.00,10.00,14.00,0.00,18.00,2319.00
Reading, -,2,1317.00,635.00,18.00,29.00,1.00,0.00,52.00,2052.00
Reading, -,3,1604.00,869.00,29.00,6.00,18.00,0.00,19.00,2545.00
Reading, -,4,1432.00,626.00,29.00,5.00,7.00,0.00,15.00,2114.00
Reading, -,5,1450.00,604.00,29.00,4.00,8.00,0.00,21.00,2116.00
Reading, -,6,1120.00,557.00,25.00,5.00,11.00,0.00,11.00,1729.00
Reading, -,7,1424.00,655.00,27.00,7.00,11.00,0.00,24.00,2148.00
Reading, -,8,1321.00,715.00,31.00,9.00,13.00,0.00,17.00,2106.00
Rehoboth, -,1,1134.00,1345.00,41.00,13.00,12.00,0.00,7.00,2552.00
Rehoboth, -,2,1214.00,1304.00,29.00,7.00,12.00,0.00,7.00,2573.00
Rehoboth, -,3,1302.00,1427.00,48.00,18.00,11.00,0.00,13.00,2819.00
Revere,1,1,856.00,367.00,7.00,8.00,6.00,0.00,9.00,1253.00
Revere,1,2,716.00,327.00,7.00,9.00,4.00,0.00,9.00,1072.00
Revere,1,3,733.00,310.00,4.00,7.00,4.00,0.00,6.00,1064.00
Revere,2,1,697.00,191.00,7.00,9.00,0.00,0.00,0.00,904.00
Revere,2,2,921.00,263.00,18.00,6.00,3.00,0.00,3.00,1214.00
Revere,2,3,301.00,84.00,4.00,2.00,0.00,0.00,1.00,392.00
Revere,3,1,757.00,451.00,5.00,2.00,2.00,0.00,12.00,1229.00
Revere,3,2,709.00,350.00,9.00,6.00,10.00,0.00,2.00,1086.00
Revere,3,3,731.00,397.00,5.00,4.00,2.00,0.00,5.00,1144.00
Revere,4,1,744.00,467.00,5.00,5.00,4.00,0.00,6.00,1231.00
Revere,4,2,642.00,378.00,8.00,2.00,5.00,0.00,2.00,1037.00
Revere,4,3,769.00,488.00,8.00,1.00,7.00,0.00,1.00,1274.00
Revere,5,1,576.00,380.00,4.00,5.00,4.00,0.00,9.00,978.00
Revere,5,2,345.00,227.00,5.00,5.00,3.00,0.00,6.00,591.00
Revere,5,3,699.00,380.00,6.00,5.00,6.00,0.00,4.00,1100.00
Revere,6,1,725.00,691.00,11.00,4.00,4.00,0.00,8.00,1443.00
Revere,6,2,778.00,729.00,7.00,9.00,3.00,0.00,8.00,1534.00
Revere,6,3,675.00,299.00,19.00,5.00,3.00,0.00,4.00,1005.00
Richmond, -,1,828.00,215.00,8.00,4.00,2.00,0.00,7.00,1064.00
Rochester, -,1,1762.00,1991.00,51.00,15.00,14.00,0.00,25.00,3858.00
Rockland, -,1,1021.00,779.00,22.00,9.00,14.00,0.00,11.00,1856.00
Rockland, -,2,1027.00,787.00,24.00,10.00,9.00,0.00,8.00,1865.00
Rockland, -,3,756.00,540.00,27.00,8.00,14.00,0.00,7.00,1352.00
Rockland, -,4,841.00,640.00,24.00,14.00,4.00,0.00,8.00,1531.00
Rockland, -,5,805.00,786.00,25.00,11.00,14.00,0.00,4.00,1645.00
Rockland, -,6,950.00,787.00,31.00,8.00,7.00,0.00,10.00,1793.00
Rockport, -,1,946.00,325.00,19.00,3.00,3.00,0.00,8.00,1304.00
Rockport, -,2,1342.00,455.00,19.00,8.00,8.00,0.00,10.00,1842.00
Rockport, -,3,1573.00,526.00,27.00,12.00,9.00,0.00,16.00,2163.00
Rowe, -,1,152.00,113.00,2.00,0.00,0.00,0.00,2.00,269.00
Rowley, -,1,2180.00,1942.00,58.00,21.00,26.00,0.00,10.00,4237.00
Royalston, -,1,256.00,206.00,6.00,3.00,0.00,0.00,0.00,471.00
Royalston, -,2,152.00,151.00,12.00,0.00,1.00,0.00,0.00,316.00
Russell, -,1,366.00,512.00,28.00,6.00,7.00,0.00,10.00,929.00
Rutland, -,1,942.00,960.00,41.00,12.00,13.00,0.00,12.00,1980.00
Rutland, -,2,984.00,949.00,47.00,6.00,16.00,0.00,5.00,2007.00
Rutland, -,3,892.00,758.00,33.00,11.00,11.00,0.00,10.00,1715.00
Salem,1,1,1514.00,418.00,25.00,20.00,12.00,0.00,13.00,2002.00
Salem,1,2,751.00,125.00,5.00,3.00,1.00,0.00,9.00,894.00
Salem,2,1,1617.00,325.00,25.00,19.00,5.00,0.00,9.00,2000.00
Salem,2,2,1784.00,287.00,33.00,15.00,15.00,0.00,6.00,2140.00
Salem,3,1,1152.00,362.00,20.00,9.00,11.00,0.00,16.00,1570.00
Salem,3,2,1084.00,488.00,10.00,6.00,13.00,0.00,7.00,1608.00
Salem,4,1,1232.00,506.00,23.00,11.00,9.00,0.00,6.00,1787.00
Salem,4,2,1174.00,651.00,19.00,11.00,5.00,0.00,10.00,1870.00
Salem,5,1,1436.00,382.00,22.00,13.00,7.00,0.00,5.00,1865.00
Salem,5,2,1259.00,294.00,18.00,12.00,13.00,0.00,5.00,1601.00
Salem,6,1,1405.00,426.00,33.00,10.00,11.00,0.00,9.00,1894.00
Salem,6,2,1350.00,383.00,22.00,15.00,4.00,0.00,12.00,1786.00
Salem,7,1,1026.00,309.00,15.00,8.00,5.00,0.00,9.00,1372.00
Salem,7,2,1239.00,477.00,16.00,5.00,8.00,0.00,5.00,1750.00
Salisbury, -,1,1125.00,841.00,25.00,3.00,5.00,0.00,17.00,2016.00
Salisbury, -,2,961.00,892.00,23.00,7.00,5.00,0.00,9.00,1897.00
Salisbury, -,3,759.00,864.00,36.00,8.00,2.00,0.00,14.00,1683.00
Sandisfield, -,1,306.00,200.00,5.00,2.00,2.00,0.00,8.00,523.00
Sandwich, -,1,1531.00,1013.00,41.00,13.00,9.00,0.00,28.00,2635.00
Sandwich, -,2,1443.00,980.00,23.00,8.00,2.00,0.00,21.00,2477.00
Sandwich, -,3,1231.00,966.00,30.00,14.00,5.00,0.00,14.00,2260.00
Sandwich, -,4,1279.00,1048.00,35.00,11.00,6.00,0.00,15.00,2394.00
Sandwich, -,5,1166.00,982.00,33.00,7.00,5.00,0.00,17.00,2210.00
Sandwich, -,6,1089.00,1055.00,27.00,4.00,5.00,0.00,24.00,2204.00
Saugus, -,1,804.00,673.00,15.00,5.00,3.00,0.00,12.00,1512.00
Saugus, -,2,796.00,642.00,14.00,7.00,11.00,0.00,8.00,1478.00
Saugus, -,3,799.00,680.00,15.00,7.00,5.00,0.00,7.00,1513.00
Saugus, -,4,685.00,655.00,11.00,2.00,2.00,0.00,15.00,1370.00
Saugus, -,5,857.00,956.00,16.00,6.00,8.00,0.00,14.00,1857.00
Saugus, -,6,824.00,688.00,26.00,8.00,11.00,0.00,7.00,1564.00
