,name,type,address,zip,lat,lon
345,New Store On The Block,grocery,847 Dorchester Ave,2125.0,42.321778,-71.056861
346,Newtowne Foodmart,grocery,87 Medford St,2129.0,42.379147,-71.055535
347,O'Connell's Convenience Plus,grocery,40 Worcester Sq,2118.0,42.336288,-71.073795
348,Obrien Market,grocery,1660 Dorchester Ave,2122.0,42.293841,-71.061969
349,Ortiz Communication & Mini Mkt,grocery,567 Washington St,2135.0,42.350036,-71.164745
350,Patriot News Inc,grocery,655 Atlantic Ave,2111.0,42.35179,-71.061176
351,Punjab Mini Mart Inc,grocery,1576 Tremont St,2120.0,42.33322,-71.102447
352,Quality Mart,grocery,21 Massachusetts Ave,2115.0,42.350696,-71.089476
353,Quick Pick Convenience,grocery,973 Tremont St # A,2120.0,42.337483,-71.084116
354,Quick Stop,grocery,338 Warren St,2119.0,42.319186,-71.081237
355,Rossy 's Convenience Store,grocery,142 Bowdoin St,2122.0,42.303764,-71.070989
356,Royal African Caribbean,grocery,1281 River St,2136.0,42.255805,-71.124568
357,S Street Convenience,grocery,138 South St,2130.0,42.305296,-71.114582
358,Saratoga Convenience,grocery,655 Saratoga St,2128.0,42.382249,-71.020796
359,Simon's Convenience Store,grocery,1145 Blue Hill Ave,2124.0,42.285449,-71.091196
360,Speedway,grocery,1779 Centre St,2132.0,42.287826,-71.151597
361,Star 50 Convenience,grocery,303 Geneva Ave,2121.0,42.303561,-71.071984
362,Store 24,grocery,717 Boylston St,2116.0,42.349651,-71.080095
363,Store 24 Inc,grocery,363 Tremont St,2116.0,42.348049,-71.067988
364,Sun Fa,grocery,719 Morton St,2126.0,42.284092,-71.090931
365,T & J Convenience Store,grocery,80 Welles Ave,2124.0,42.289279,-71.066803
366,Tedeschi Food Shops,grocery,1219 Commonwealth Ave,2134.0,42.350698,-71.130686
367,Tedeschi Food Shops,grocery,157 Brighton Ave,2134.0,42.353142,-71.132445
368,Tedeschi Food Shops,grocery,509 Cambridge St,2134.0,42.353432,-71.138482
369,Tedeschi Food Shops,grocery,14 Maverick Sq,2128.0,42.369407,-71.039531
370,Tedeschi Food Shops,grocery,405 W Broadway,2127.0,42.336953,-71.048061
371,Tedeschi Food Shops,grocery,555 E Broadway,2127.0,42.33534,-71.04196
372,Tedeschi Food Shops,grocery,717 Boylston St,2116.0,42.349651,-71.080095
373,Tedeschi Food Shops,grocery,1912 Beacon St,2135.0,42.336532,-71.148633
374,Tedeschi Food Shops,grocery,241 Market St,2135.0,42.354604,-71.150124
375,Tedeschi Food Shops,grocery,1420 Dorchester Ave,2122.0,42.30247,-71.059355
376,Tedeschi Food Shops,grocery,320 Neponset Ave,2122.0,42.288235,-71.046896
377,Tedeschi Food Shops,grocery,1886 Dorchester Ave,2124.0,42.28653,-71.064025
378,Tedeschi Food Shops,grocery,1187 Hyde Park Ave,2136.0,42.258632,-71.123719
379,Tedeschi Food Shops,grocery,684 Centre St,2130.0,42.312015,-71.114206
380,Tedeschi Food Shops,grocery,4196 Washington St,2131.0,42.28709,-71.127162
381,Tedeschi Food Shops,grocery,7 Spring St,2132.0,42.278429,-71.160701
382,Temple Place Market,grocery,55 Temple Pl,2111.0,42.35483,-71.061788
383,Triple Seven Convenience,grocery,269 Main St,2129.0,42.377209,-71.066603
384,United National Market,grocery,134 Bunker Hill St,2129.0,42.377987,-71.059818
385,Val's Place,grocery,10 Causeway St,2222.0,42.365165,-71.063096
386,White Hen,grocery,342 Hanover St,2113.0,42.364947,-71.053561
387,Yawkey Way Store,grocery,19 Yawkey Way,2215.0,42.346089,-71.098892
388,City Convenience,grocery,702 Commonwealth Ave,2215.0,42.349727,-71.105355
389,City Convenience,grocery,775 Commonwealth Ave,2215.0,42.35051,-71.109657
390,City Convenience,grocery,2195 Commonwealth Ave,2135.0,42.340098,-71.166454
391,Tedeschi Food Shops,grocery,177 State St # A,2109.0,42.35937,-71.053394
392,CVS Pharmacy,grocery,151 Tremont St # 1,2111.0,42.354515,-71.063698
393,CVS Pharmacy,grocery,263 Washington St,2108.0,42.357792,-71.058093
394,CVS Pharmacy,grocery,518 Commonwealth Ave,2215.0,42.348505,-71.095938
395,CVS Pharmacy,grocery,4600 Washington St,2131.0,42.275453,-71.138935
396,CVS/Pharmacy,grocery,1266 Commonwealth Ave,2134.0,42.349224,-71.132378
397,CVS/Pharmacy,grocery,177 Brighton Ave,2134.0,42.353489,-71.133421
398,CVS/Pharmacy,grocery,191 Cambridge St,2114.0,42.362092,-71.065915
399,CVS/Pharmacy,grocery,218 Hanover St,2113.0,42.363064,-71.055489
400,CVS/Pharmacy,grocery,265 Washington St,2108.0,42.357979,-71.062564
401,CVS/Pharmacy,grocery,285 Columbus Ave,2116.0,42.347087,-71.07409
402,CVS/Pharmacy,grocery,340 Washington St,2108.0,42.356569,-71.058746
403,CVS/Pharmacy,grocery,350 Longwood Ave # 19,2115.0,42.338871,-71.107274
404,CVS/Pharmacy,grocery,874 Harrison Ave,2118.0,42.333822,-71.076315
405,CVS/Pharmacy,grocery,2 City Sq,2129.0,42.377869,-71.062477
406,CVS/Pharmacy,grocery,715 William T Morrissey Blvd,2122.0,42.297415,-71.049367
407,CVS/Pharmacy,grocery,704 Centre St,2130.0,42.311351,-71.114067
408,Rite Aid,grocery,100 Cambridge St # 102,2114.0,42.359957,-71.062137
409,Rite Aid,grocery,971 Bennington St,2128.0,42.386212,-71.007539
410,Rite Aid,grocery,399 Market St,2135.0,42.347801,-71.151951
411,Rite Aid Pharmacy # 10156,grocery,399 Market St,2135.0,42.347801,-71.151951
412,Walgreens,grocery,21 Stanhope St # 23,2116.0,42.348602,-71.072893
413,Walgreens,grocery,533 Columbia Rd,2125.0,42.315748,-71.066354
414,Walgreens,grocery,1999 Centre St,2132.0,42.281799,-71.157926
415,Brooks Pharmacy,grocery,181 Brighton Ave,2134.0,42.353911,-71.133679
416,Brooks Pharmacy,grocery,11 Pearl St,2110.0,42.356372,-71.054279
417,Brooks Pharmacy,grocery,399 Market St,2135.0,42.347801,-71.151951
418,Brooks Pharmacy,grocery,4600 Washington St,2131.0,42.275453,-71.138935
419,CVS,grocery,151 Tremont St # 1,2111.0,42.354515,-71.063698
420,Cvs Caremark-Retail,grocery,98 Chandler St,2116.0,42.346259,-71.072883
421,Cvs Corp,grocery,25 Holyoke St # 5,2116.0,42.345026,-71.077989
422,Cvs Pharmacy,grocery,1575 Blue Hill Ave,2126.0,42.269992,-71.094008
423,Cvs/Caremark Corp,grocery,4a Milford St,2118.0,42.343797,-71.069218
424,CVS/Pharmacy,grocery,155 Charles St,2114.0,42.360607,-71.070837
425,CVS/Pharmacy,grocery,207 Market St,2135.0,42.347801,-71.151951
426,CVS/Pharmacy,grocery,467 Centre St,2130.0,42.319408,-71.112125
427,Rite Aid,grocery,181 Brighton Ave # 2,2134.0,42.353911,-71.133679
428,Rite Aid,grocery,920 Dorchester Ave,2125.0,42.31959,-71.056529
429,Rite Aid,grocery,540 Gallivan Blvd # 11,2124.0,42.282981,-71.054713
430,Walgreens,grocery,841 Boylston St,2116.0,42.348901,-71.082596
431,CVS/Pharmacy,grocery,101 Canal St,2114.0,42.365167,-71.060568
432,CVS/Pharmacy,grocery,1249 Boylston St # 1,2215.0,42.345432,-71.095775
433,CVS/Pharmacy,grocery,2 Center Plz,2108.0,42.359894,-71.060199
434,CVS/Pharmacy,grocery,231 Massachusetts Ave,2115.0,42.344569,-71.08675
435,CVS/Pharmacy,grocery,240 Newbury St # 240,2116.0,42.349498,-71.08184
436,CVS/Pharmacy,grocery,29 Winter St,2108.0,42.356134,-71.06128
437,CVS/Pharmacy,grocery,300 Longwood Ave,2115.0,42.337187,-71.105324
438,CVS/Pharmacy,grocery,333 Washington St,2108.0,42.356916,-71.059193
439,CVS/Pharmacy,grocery,400 Tremont St,2116.0,42.347146,-71.068279
440,CVS/Pharmacy,grocery,423 W Broadway # 300,2127.0,42.336605,-71.04752
441,CVS/Pharmacy,grocery,55 Summer St # B,2110.0,42.354202,-71.059279
442,CVS/Pharmacy,grocery,587 Boylston St,2116.0,42.350536,-71.076993
443,CVS/Pharmacy,grocery,631 Washington St,2111.0,42.352369,-71.062659
444,CVS/Pharmacy,grocery,700 Atlantic Ave,2111.0,42.351171,-71.056125
445,CVS/Pharmacy,grocery,81 Milk St,2109.0,42.356696,-71.057308
446,CVS/Pharmacy,grocery,900 Commonwealth Ave # 8376,2215.0,42.35051,-71.116238
447,CVS/Pharmacy,grocery,1927 Beacon St,2135.0,42.33576,-71.148958
448,CVS/Pharmacy,grocery,427 Washington St,2135.0,42.349422,-71.1564
449,CVS/Pharmacy,grocery,197 8th St # 900,2129.0,42.37354,-71.052064
450,CVS/Pharmacy,grocery,5 Austin St,2129.0,42.375391,-71.066356
451,CVS/Pharmacy,grocery,509 Main St,2129.0,42.377869,-71.062477
452,CVS/Pharmacy,grocery,468 Blue Hill Ave,2121.0,42.308826,-71.082831
453,CVS/Pharmacy,grocery,778 Dudley St,2125.0,42.317477,-71.065558
454,CVS/Pharmacy,grocery,703 Gallivan Blvd,2124.0,42.283316,-71.047599
455,CVS/Pharmacy,grocery,1150 Saratoga St,2128.0,42.384513,-70.999137
456,CVS/Pharmacy,grocery,210 Border St,2128.0,42.375446,-71.040644
457,CVS/Pharmacy,grocery,942 Hyde Park Ave,2136.0,42.267608,-71.119804
458,CVS/Pharmacy,grocery,1921 Centre St,2132.0,42.284497,-71.157097
459,Rite Aid,grocery,1295 Boylston St # 120,2215.0,42.345095,-71.097766
460,Rite Aid,grocery,710 E Broadway,2127.0,42.336156,-71.036509
461,Rite Aid,grocery,1100 Dorchester Ave,2125.0,42.312979,-71.057143
462,Rite Aid,grocery,1329 Hyde Park Ave,2136.0,42.253493,-71.124849
463,Rite Aid,grocery,90 River St # 7,2126.0,42.271303,-71.074507
464,Rite Aid,grocery,4600 Washington St,2131.0,42.275453,-71.138935
465,Walgreens,grocery,465 Cambridge St,2134.0,42.354062,-71.136872
466,Walgreens,grocery,1 Central Sq,2128.0,42.374277,-71.038664
467,Walgreens,grocery,1035 Truman Hwy,2136.0,42.242154,-71.127302
468,Walgreens,grocery,1603 Washington St,2118.0,42.338253,-71.074961
469,Walgreens,grocery,24 School St,2108.0,42.357506,-71.059129
470,Walgreens,grocery,332 Hanover St # 100,2113.0,42.364427,-71.053872
471,Walgreens,grocery,429 Brookline Ave,2215.0,42.338454,-71.108158
472,Walgreens,grocery,620 Washington St,2111.0,42.352615,-71.062516
473,Walgreens,grocery,70 Summer St,2110.0,42.354067,-71.058525
474,Walgreens,grocery,75 Amory St # 100,2119.0,42.320618,-71.099529
475,Walgreens,grocery,130 Bowdoin St,2122.0,42.303787,-71.071388
476,Walgreens,grocery,757 Gallivan Blvd # 3,2122.0,42.284518,-71.045064
477,Walgreens,grocery,585 Washington St,2124.0,42.290917,-71.071721
478,Walgreens,grocery,825 Morton St,2126.0,42.281575,-71.08767
479,Walgreens,grocery,970 American Legion Hwy,2131.0,42.274093,-71.115652
480,Walgreens,grocery,980 American Legion Hwy,2131.0,42.2737,-71.115663
481,Walgreens,grocery,1890 Columbus Ave,2119.0,42.317484,-71.097511
482,Walgreens,grocery,2275 Washington St,2119.0,42.330716,-71.083917
483,Walgreens,grocery,416 Warren St,2119.0,42.316774,-71.082143
484,Walgreens,grocery,1630 Tremont St,2120.0,42.334039,-71.104653
485,Cvs Pharmacy,grocery,7 Allstate Rd,2125.0,42.329333,-71.063293
486,1-A Carniceria Y Legumbreria,grocery,9 Meridian St,2128.0,42.370491,-71.038779
487,Alhoda Market,grocery,114 Blackstone St,2109.0,42.359135,-71.055237
488,Beacon Kosher Meat Market,grocery,36 Monastery Rd,2135.0,42.344802,-71.147088
489,Butcher Block Meat Co,grocery,14 Food Mart Rd,2118.0,42.337319,-71.062839
490,Butcher's Block Inc,grocery,243 Faneuil St,2135.0,42.352705,-71.160305
491,C & A Beef Co,grocery,165 Terrace St,2120.0,42.334948,-71.094875
492,Casablanca Meat Market,grocery,116 Blackstone St,2109.0,42.359135,-71.055237
493,Cheema's Supermarket,grocery,562 Cambridge St,2134.0,42.352263,-71.14042
494,Chop Chop Meat Market,grocery,1260 Hyde Park Ave,2136.0,42.255513,-71.123978
495,Clinton Market,grocery,702 American Legion Hwy,2131.0,42.283392,-71.113309
496,Di Paolo & Rossi Meat Market,grocery,56 Salem St,2113.0,42.363193,-71.056201
497,Diallo's Halal Meat & Grocery,grocery,11 Erie St,2121.0,42.303073,-71.078975
498,El Paissa Butchershop,grocery,1010 Bennington St,2128.0,42.386951,-71.006619
499,Francisco Arcadio,grocery,205 Boylston St,2130.0,42.313907,-71.101393
500,Gonza Meat Market,grocery,996 Blue Hill Ave,2124.0,42.289917,-71.089416
501,Hajar Market,grocery,116 Blackstone St,2109.0,42.359135,-71.055237
502,Hamdi Halal Meats Co,grocery,1433 Tremont St,2120.0,42.331735,-71.096539
503,Kim's Fish Market,grocery,551 Washington St,2124.0,42.29243,-71.071837
504,Kinnealey,grocery,136 Newmarket Sq,2118.0,42.33052,-71.066883
505,Kinnealey TF & Co,grocery,1000 Massachusetts Ave,2118.0,42.328372,-71.067614
506,Lambert Beef Co,grocery,49 Food Mart Rd,2118.0,42.340851,-71.070838
507,Lio Meat Corp,grocery,920 Cummins Hwy,2126.0,42.271726,-71.092178
508,Los Compadres Meat Market,grocery,3105 Washington St,2119.0,42.315044,-71.099117
509,Meat & Fish Market,grocery,118 Blackstone St # B,2109.0,42.359135,-71.055237
510,New England Meat Co,grocery,267 Kentlands Blvd # 700,2110.0,42.356372,-71.054279
511,New Meat Market,grocery,94 Blackstone St,2109.0,42.361487,-71.056184
512,North End Fish Market,grocery,99 Salem St # 1,2113.0,42.363909,-71.055489
513,Resto Meat Market,grocery,213 Washington St,2121.0,42.302153,-71.077896
514,Roy's Cold Cuts,grocery,198 Marion St,2128.0,42.375525,-71.034673
515,Son's Fish Market & Restaurant,grocery,1132 Blue Hill Ave,2124.0,42.285433,-71.090668
516,Sulmona Meat Market,grocery,32a Parmenter St,2113.0,42.364054,-71.055356
517,Youngs Trading Inc,grocery,1 Widett Cir,2118.0,42.334448,-71.062728
518,Butcher Shop Market Inc,grocery,782 Adams St,2124.0,42.283421,-71.055655
519,Jeha's Meat Market,grocery,243 Grove St,2132.0,42.261394,-71.157149
520,London Veal,grocery,124 Newmarket Sq,2118.0,42.33052,-71.066883
521,Ming Kee,grocery,54 Kneeland St,2111.0,42.350656,-71.061137
522,New Boston Meat,grocery,81 Newmarket Sq,2118.0,42.329182,-71.066826
523,One A Corp,grocery,9 Meridian St,2128.0,42.370491,-71.038779
524,Plaza Fish Market II,grocery,777 William T Morrissey Blvd,2122.0,42.294926,-71.048527
525,Red's Best,grocery,212 Northern Ave,2210.0,42.350476,-71.038265
526,Supreme Sea Products Inc,grocery,145 Shirley St,2119.0,42.325745,-71.067816
527,Wings Enterprises Inc,grocery,48 Beach St,2111.0,42.35155,-71.060794
528,Boston & Maine Fish Co,grocery,1 Faneuil Hall Market Pl,2109.0,42.359735,-71.053586
529,Legal Sea Foods,grocery,100 Huntington Ave # 77,2116.0,42.347042,-71.077828
530,18 Seafood Market,grocery,18 Hudson St,2111.0,42.350508,-71.059956
531,Adams Fish Market,grocery,783 Adams St,2124.0,42.283353,-71.055901
532,African American Seafood Corp,grocery,78 Moreland St,2119.0,42.323831,-71.07841
533,Blue Hill Market,grocery,1600 Blue Hill Ave # A,2126.0,42.268993,-71.093606
534,Blue Waves Fish Market,grocery,1238 River St,2136.0,42.255876,-71.123208
535,Bochu Fish Market,grocery,202 Humboldt Ave,2121.0,42.312684,-71.089657
536,Boston Fish Market,grocery,1484 Dorchester Ave,2122.0,42.299997,-71.060177
537,Brighton Fish Co,grocery,215 Parsons St,2135.0,42.356654,-71.157056
538,Buy New England Lobsters,grocery,696 E 1st St,2127.0,42.335475,-71.043154
539,Cape Cod Shellfish & Seafood,grocery,29 Fish Pier St W # 31,2210.0,42.349242,-71.044476
540,Caviar Shops,grocery,207 A St,2210.0,42.349242,-71.044476
541,Daily Fish Market,grocery,111 Blue Hill Ave,2119.0,42.321228,-71.077561
542,East Boston Oysters,grocery,9 Fish Pier St E,2210.0,42.349369,-71.039276
543,Eternal Star Seafood Inc,grocery,649 Harrison Ave # 138,2118.0,42.339458,-71.069583
544,Gloucester Seafood Procng Inc,grocery,1 Post Office Sq,2109.0,42.356937,-71.05585
545,Golden Banks Seafood Inc,grocery,1 Fish Pier Rd,2210.0,42.349242,-71.044476
546,Great Eastern Seafood Inc,grocery,44 Newmarket Sq,2118.0,42.328582,-71.065768
547,Huntington Seafood,grocery,764 Huntington Ave,2115.0,42.333328,-71.105974
548,International Lobster & Maguro,grocery,22 Food Mart Rd,2118.0,42.337367,-71.062863
549,James Hook & Co,grocery,440 Atlantic Ave,2110.0,42.356372,-71.054279
550,Jillian Seafood,grocery,23 Pleasant St,2125.0,42.317101,-71.059582
551,Larry's Fish Market,grocery,26 Porter St,2128.0,42.374607,-71.037864
552,Legal Seafood,grocery,6 Fid Kennedy Ave,2210.0,42.349242,-71.044476
553,Legeal Sea Foods,grocery,35 Columbus Ave,2116.0,42.350812,-71.074581
554,Mattapan Fish Market,grocery,1600 Blue Hill Ave,2126.0,42.268993,-71.093606
555,Mc Kenzie Seafood,grocery,234 W Selden St,2126.0,42.273436,-71.08927
556,N E Seafood Connection Inc,grocery,19 Howard St # 25,2119.0,42.327633,-71.074046
557,North Coast Seafood,grocery,270 W 2nd St,2127.0,42.335475,-71.043154
558,Northcoast Seafood,grocery, ,2127.0,42.335475,-71.043154
559,Pisces Fish Market,grocery,690 American Legion Hwy # 6,2131.0,42.283334,-71.112033
560,Polar Seafood Corp,grocery,145 Northern Ave # 3,2210.0,42.349242,-71.044476
561,Portside Seafood,grocery,24 Fish Pier St W,2210.0,42.349822,-71.03907
562,Red's Best,grocery,13 Fish Pier,2210.0,42.349242,-71.044476
563,Reds Best,grocery,136 Blackstone St,2109.0,42.36216,-71.057495
564,Roslindale Fish Market,grocery,39 Poplar St,2131.0,42.286066,-71.129032
565,Sakanaya,grocery,75 Linden St,2134.0,42.352515,-71.130302
566,Seafood Specialties,grocery,25 Fish Pier,2210.0,42.349242,-71.044476
567,Simons Seafood & Deli,grocery,2169 Washington St,2119.0,42.331405,-71.082409
568,Skipjack's Seafood E,grocery,Clarendon & Saint James,2116.0,42.350812,-71.074581
569,Staemis Seafood,grocery,7 Channel St,2210.0,42.345024,-71.037095
570,Star Fish Market,grocery,3089 Washington St,2119.0,42.315487,-71.099072
571,Stavis Seafood,grocery,37 Fish Pier,2210.0,42.349242,-71.044476
572,Stavis Seafood,grocery,660 Summer St,2210.0,42.345524,-71.037939
573,Stranded Catfish Inc,grocery,922 E Broadway # 1,2127.0,42.335963,-71.027334
574,Sunny's Seafood Inc,grocery,Bay One Boston Fish Pier,2210.0,42.349242,-71.044476
575,Twin Dragon Seafood Inc,grocery,10a Tyler St,2111.0,42.350978,-71.060463
576,Victoria Seafood Inc,grocery,1029 Commonwealth Ave,2215.0,42.352273,-71.121902
577,Boston Lobster Co,grocery,345 W 1st St # 1,2127.0,42.338804,-71.04569
578,Boston Lobsters,grocery,65 N Harvard St,2163.0,42.367265,-71.1248
579,Caviar,grocery,745 Atlantic Ave # 434,2111.0,42.350309,-71.057103
580,Caviar Boston,grocery,921 Beacon St # 1,2215.0,42.34593,-71.106372
581,Commercial Lobster Co,grocery,185 Franklin St,2110.0,42.3554,-71.054818
582,James Hook & Co,grocery,15 Northern Ave,2210.0,42.352939,-71.046009
583,No Name Restaurant,grocery, ,2109.0,42.359135,-71.055237
584,Ocean Fresh Inc,grocery,2001 Beacon St # 107,2135.0,42.335848,-71.150068
585,Phillips Seafood,grocery,100 Terminal A,2128.0,42.369093,-71.032043
586,Sousa Lobster Co Inc,grocery,16 Fish Pier,2210.0,42.349559,-71.039264
587,Boston Seafood,grocery,8 Fid Kennedy Ave,2210.0,42.349242,-71.044476
588,Bramante Seafood,grocery,2 Fish Pier St W,2210.0,42.349171,-71.03962
589,East Bay Seafood,grocery,8 Seafood Way # 1b,2210.0,42.349045,-71.031157
590,Martinez Seafood Inc,grocery,212 Northern Ave,2210.0,42.350476,-71.038265
591,Seafood USA Coast,grocery,15 Broad St # 415,2109.0,42.358721,-71.054799
592,A Dozen Eggs,grocery,553 Tremont St,2116.0,42.343995,-71.071665
593,Agora Whispers Of Spring,grocery,20 Tremont St,2135.0,42.350127,-71.16949
594,Bienestar Familiar,grocery,387 Meridian St,2128.0,42.379801,-71.038999
595,Boston Cheese Cellar LLC,grocery,18 Birch St,2131.0,42.286622,-71.130232
596,C B D Please,grocery,215 Lincoln St,2134.0,42.348929,-71.13624
597,Cheese Shop,grocery,20 Fleet St,2113.0,42.3647,-71.052849
598,Cheese Toastie,grocery,PO Box 788,2130.0,42.313409,-71.114081
599,Fortune Market Inc,grocery,40 Harrison Ave,2111.0,42.351664,-71.060968
600,Fresh Eggs Inc,grocery,58 Clarendon St,2116.0,42.346442,-71.073332
601,Greenhope Corp,grocery,2001 Beacon St # 303,2135.0,42.335848,-71.150068
602,House Of Mother Nature,grocery,357 Washington St,2135.0,42.349145,-71.153145
603,Saga Dairy Inc,grocery,30 Union Park St # 403,2118.0,42.341883,-71.070058
604,G & S Group LLC,grocery,1 Faneuil Hall Market Pl,2109.0,42.359735,-71.053586
605,Gourmet Boutique,grocery,10 Huntington Ave,2116.0,42.348298,-71.077612
606,Lean & Green Gourmet,grocery,18 Logan Airport,2128.0,42.377292,-71.032514
607,Agora Gourmet,grocery,20 Tremont St,2135.0,42.350127,-71.16949
608,Beacon Hill Gourmet,grocery,65 Charles St,2114.0,42.358114,-71.070184
609,Berezka International Food Str,grocery,1215 Commonwealth Ave,2134.0,42.350775,-71.130393
610,Brighton Gourmet & Cellar,grocery,569 Washington St,2135.0,42.350076,-71.164815
611,Charlestown Gourmet,grocery,5 Auburn St # 1,2129.0,42.380561,-71.069525
