INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
202015336,1107,,FRAUD - IMPERSONATION,E5,691,0,2019-10-26 00:00:00,2019,10,Saturday,0,,MONTVIEW ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202015263,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2019-12-31 00:00:00,2019,12,Tuesday,0,,JEROME ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202015222,3201,,PROPERTY - LOST/ MISSING,B2,355,0,2019-12-25 00:00:00,2019,12,Wednesday,0,,DUDLEY TER,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202015089,423,,ASSAULT - AGGRAVATED,B2,282,0,2019-10-05 00:00:00,2019,10,Saturday,0,,COLUMBIA RD,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202015061,801,,ASSAULT - SIMPLE,C6,355,0,2019-10-31 00:00:00,2019,10,Thursday,0,,WILLIAM T MORRISSEY BLVD,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202015052,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,282,0,2019-11-26 00:00:00,2019,11,Tuesday,0,,DEWEY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202015050,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2019-12-01 18:10:00,2019,12,Sunday,18,,TONAWANDA ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202014986,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A7,28,0,2019-10-01 00:00:00,2019,10,Tuesday,0,,BENNINGTON ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202014926,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,304,0,2019-12-15 00:00:00,2019,12,Sunday,0,,WEAVER WAY,42.3214061061558,-71.0959682880762,"(42.3214061061558, -71.0959682880762)"
202014679,617,,LARCENY THEFT FROM BUILDING,C11,282,0,2019-12-29 02:00:00,2019,12,Sunday,2,,HANCOCK ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202014440,619,,LARCENY ALL OTHERS,C11,282,0,2019-11-02 11:37:00,2019,11,Saturday,11,,DRAPER ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202014421,2647,,THREATS TO DO BODILY HARM,C11,356,0,2019-12-31 11:42:00,2019,12,Tuesday,11,,DORCHESTER AVE,42.299196944042,-71.0604697440107,"(42.299196944042, -71.0604697440107)"
202014294,1107,,FRAUD - IMPERSONATION,External,520,0,2019-10-20 00:00:00,2019,10,Sunday,0,,CITIZENS DR,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
202014265,1107,,FRAUD - IMPERSONATION,B3,465,0,2019-12-18 00:00:00,2019,12,Wednesday,0,,MILLET ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202014153,1107,,FRAUD - IMPERSONATION,B2,282,0,2019-12-08 10:30:00,2019,12,Sunday,10,,WENDOVER ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202014138,617,,LARCENY THEFT FROM BUILDING,C11,355,0,2019-10-21 00:00:00,2019,10,Monday,0,,DORCHESTER AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202014110,540,,BURGLARY - COMMERICAL,B2,282,0,2019-12-13 14:00:00,2019,12,Friday,14,,WARREN ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202013930,3115,,INVESTIGATE PERSON,B3,465,0,2019-12-27 09:00:00,2019,12,Friday,9,,OAKRIDGE ST,0,0,"(0, 0)"
202013923,617,,LARCENY THEFT FROM BUILDING,C11,282,0,2019-12-19 16:00:00,2019,12,Thursday,16,,SUMNER PARK,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202013894,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6,200,0,2019-12-06 00:00:00,2019,12,Friday,0,,SOUTHAMPTON ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202013879,619,,LARCENY ALL OTHERS,C6,200,0,2019-10-01 00:00:00,2019,10,Tuesday,0,,CONGRESS ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202013874,727,,AUTO THEFT - LEASED/RENTED VEHICLE,A1,77,0,2019-12-25 11:54:00,2019,12,Wednesday,11,,PARK PLZ,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202013865,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2019-10-24 09:00:00,2019,10,Thursday,9,,WILBERT CIR,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202013639,3201,,PROPERTY - LOST/ MISSING,A1,778,0,2019-12-25 22:00:00,2019,12,Wednesday,22,,TREMONT ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202013613,801,,ASSAULT - SIMPLE,A7,28,0,2019-10-27 14:00:00,2019,10,Sunday,14,,CHELSEA ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202013564,3201,,PROPERTY - LOST/ MISSING,C6,200,0,2019-12-13 00:00:00,2019,12,Friday,0,,W SIXTH ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202013177,1107,,FRAUD - IMPERSONATION,A1,77,0,2019-11-29 09:00:00,2019,11,Friday,9,,WINTER ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202012988,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,427,0,2019-10-07 09:55:00,2019,10,Monday,9,,FESSENDEN ST,42.2785598380554,-71.0919969742475,"(42.2785598380554, -71.0919969742475)"
202012942,3201,,PROPERTY - LOST/ MISSING,C11,257,0,2019-11-12 16:00:00,2019,11,Tuesday,16,,HANCOCK ST,42.3104339974624,-71.0613400976213,"(42.3104339974624, -71.0613400976213)"
202012452,619,,LARCENY ALL OTHERS,C11,355,0,2019-12-28 00:00:00,2019,12,Saturday,0,,ADAMS ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202012384,3207,,PROPERTY - FOUND,B2,289,0,2019-11-19 09:00:00,2019,11,Tuesday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012379,3207,,PROPERTY - FOUND,B2,289,0,2019-12-31 09:00:00,2019,12,Tuesday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012363,3207,,PROPERTY - FOUND,B2,289,0,2019-12-18 21:30:00,2019,12,Wednesday,21,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012359,3207,,PROPERTY - FOUND,B2,289,0,2019-12-15 01:00:00,2019,12,Sunday,1,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012355,3207,,PROPERTY - FOUND,B2,289,0,2019-12-18 21:30:00,2019,12,Wednesday,21,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012284,1107,,FRAUD - IMPERSONATION,D4,355,0,2019-11-17 00:00:00,2019,11,Sunday,0,,WASHINGTON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202012158,3207,,PROPERTY - FOUND,B2,289,0,2019-12-20 12:30:00,2019,12,Friday,12,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012142,3207,,PROPERTY - FOUND,B2,289,0,2019-12-21 05:00:00,2019,12,Saturday,5,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012140,3207,,PROPERTY - FOUND,B2,289,0,2019-10-24 09:00:00,2019,10,Thursday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012137,3207,,PROPERTY - FOUND,B2,289,0,2019-11-05 09:00:00,2019,11,Tuesday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012130,3207,,PROPERTY - FOUND,B2,289,0,2019-11-21 09:00:00,2019,11,Thursday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012122,3207,,PROPERTY - FOUND,B2,289,0,2019-12-08 08:00:00,2019,12,Sunday,8,,SCHROEDER PLAZA,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)"
202012112,3207,,PROPERTY - FOUND,B2,289,0,2019-12-20 09:00:00,2019,12,Friday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012104,3207,,PROPERTY - FOUND,B2,289,0,2019-10-31 09:00:00,2019,10,Thursday,9,,SCHROEDER PLAZA,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)"
202012091,3207,,PROPERTY - FOUND,B2,289,0,2019-10-18 09:00:00,2019,10,Friday,9,,SCHROEDER PLAZA,0,0,"(0, 0)"
202012085,1001,,FORGERY / COUNTERFEITING,A1,77,0,2019-12-19 00:00:00,2019,12,Thursday,0,,WASHINGTON ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202012057,2647,,THREATS TO DO BODILY HARM,B3,465,0,2019-12-15 00:00:00,2019,12,Sunday,0,,NIGHTINGALE ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202011749,1107,,FRAUD - IMPERSONATION,A7,28,0,2019-12-20 10:00:00,2019,12,Friday,10,,E EAGLE ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202011705,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,421,0,2019-11-23 12:00:00,2019,11,Saturday,12,,MORTON ST,42.280984272707,-71.0852826709499,"(42.280984272707, -71.0852826709499)"
202011693,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2019-11-11 00:00:00,2019,11,Monday,0,,MELNEA CASS BLVD,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202011677,619,,LARCENY ALL OTHERS,C6,200,0,2019-12-06 00:00:00,2019,12,Friday,0,,ORTON-MAROTTA WAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202011435,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E5,691,0,2019-12-02 09:00:00,2019,12,Monday,9,,SPRING ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202011332,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2019-12-10 10:00:00,2019,12,Tuesday,10,,ARBORFIELD RD,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
202011172,2647,,THREATS TO DO BODILY HARM,B3,465,0,2019-11-26 16:30:00,2019,11,Tuesday,16,,MORTON ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202011144,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,200,0,2019-12-12 11:00:00,2019,12,Thursday,11,,ALLSTATE RD,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202011125,2647,,THREATS TO DO BODILY HARM,B2,588,0,2019-10-08 17:30:00,2019,10,Tuesday,17,,GURNEY ST,42.3320128506414,-71.0959898196469,"(42.3320128506414, -71.0959898196469)"
202011110,724,,AUTO THEFT,B2,282,0,2019-11-29 11:00:00,2019,11,Friday,11,,WILLIAMS ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202011058,724,,AUTO THEFT,B2,184,0,2019-12-27 21:00:00,2019,12,Friday,21,,COLUMBIA RD,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202011026,2647,,THREATS TO DO BODILY HARM,B2,282,0,2019-11-10 08:00:00,2019,11,Sunday,8,,ROXBURY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202010900,617,,LARCENY THEFT FROM BUILDING,E13,574,0,2019-11-21 11:53:00,2019,11,Thursday,11,,CLIVE ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
202010667,3115,,INVESTIGATE PERSON,,520,0,2019-12-17 12:00:00,2019,12,Tuesday,12,,UNKNOWN,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
202010658,3201,,PROPERTY - LOST/ MISSING,C6,289,0,2019-10-24 00:00:00,2019,10,Thursday,0,,TOPEKA ST,42.334024613103,-71.0903904946831,"(42.334024613103, -71.0903904946831)"
202010578,1001,,FORGERY / COUNTERFEITING,E18,503,0,2019-10-21 12:00:00,2019,10,Monday,12,,AMERICAN LEGION HWY,42.2844674267423,-71.1118308875816,"(42.2844674267423, -71.1118308875816)"
202010469,617,,LARCENY THEFT FROM BUILDING,D14,799,0,2019-12-23 00:01:00,2019,12,Monday,0,,GARDNER ST,42.3535882167022,-71.1268957138656,"(42.3535882167022, -71.1268957138656)"
202010424,423,,ASSAULT - AGGRAVATED,A1,73,0,2019-12-09 11:00:00,2019,12,Monday,11,,PEMBERTON SQ,42.3587585840363,-71.0611405223486,"(42.3587585840363, -71.0611405223486)"
202010391,3207,,PROPERTY - FOUND,B2,289,0,2019-10-10 04:30:00,2019,10,Thursday,4,,SCHROEDER PLZ,42.3336792181085,-71.0918775461846,"(42.3336792181085, -71.0918775461846)"
202010384,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-12-10 20:00:00,2019,12,Tuesday,20,,WESTLAND AVE,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
202010301,619,,LARCENY ALL OTHERS,A7,28,0,2019-12-01 09:00:00,2019,12,Sunday,9,,MAVERICK ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202010158,613,,LARCENY SHOPLIFTING,D4,138,0,2019-10-12 15:30:00,2019,10,Saturday,15,,NEWBURY ST,42.3499973272539,-71.0810344032756,"(42.3499973272539, -71.0810344032756)"
202010132,3201,,PROPERTY - LOST/ MISSING,E13, ,0,2019-12-17 19:00:00,2019,12,Tuesday,19,,WASHINGTON ST,0,0,"(0, 0)"
202010117,619,,LARCENY ALL OTHERS,C6,200,0,2019-11-09 15:55:00,2019,11,Saturday,15,,OLD COLONY AVE,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202010109,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2019-12-28 12:00:00,2019,12,Saturday,12,,SUTHERLAND RD,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202010101,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,A7,28,0,2019-12-09 15:38:00,2019,12,Monday,15,,WILLIAM F MCCLELLAN HWY,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202010073,1001,,FORGERY / COUNTERFEITING,A1,115,0,2019-11-25 00:00:00,2019,11,Monday,0,,SOUTH ST,42.3518674032692,-71.0572037264723,"(42.3518674032692, -71.0572037264723)"
202010051,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2019-11-01 07:00:00,2019,11,Friday,7,,N BEACON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202009909,1109,,FRAUD - WIRE,C11,355,0,2019-12-27 20:31:00,2019,12,Friday,20,,ADAMS ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202009896,619,,LARCENY ALL OTHERS,D14,778,0,2019-12-06 16:00:00,2019,12,Friday,16,,WASHINGTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202009869,1001,,FORGERY / COUNTERFEITING,A1,77,0,2019-11-21 00:00:00,2019,11,Thursday,0,,ARCH ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202009827,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-11-05 14:00:00,2019,11,Tuesday,14,,PEMBROKE ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
202009813,619,,LARCENY ALL OTHERS,D14,454,0,2019-12-06 00:01:00,2019,12,Friday,0,,ROYCE RD,42.3002255080535,-71.0746831311047,"(42.3002255080535, -71.0746831311047)"
202009765,1001,,FORGERY / COUNTERFEITING,A1,77,0,2019-10-09 11:00:00,2019,10,Wednesday,11,,CHAUNCY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202009762,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2019-12-01 00:00:00,2019,12,Sunday,0,,TENNIS RD,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202009724,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,28,0,2019-11-24 12:00:00,2019,11,Sunday,12,,BYRON ST,42.3708180467024,-71.0392907813515,"(42.3708180467024, -71.0392907813515)"
202009684,619,,LARCENY ALL OTHERS,D4,282,0,2019-12-04 12:00:00,2019,12,Wednesday,12,,TROTTER CT,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202009559,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6,200,0,2019-10-25 19:02:00,2019,10,Friday,19,,E BROADWAY,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202009468,1107,,FRAUD - IMPERSONATION,C6,200,0,2019-10-24 00:01:00,2019,10,Thursday,0,,E SEVENTH ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202009465,1102,,FRAUD - FALSE PRETENSE / SCHEME,A1,77,0,2019-11-25 12:45:00,2019,11,Monday,12,,SOUTH ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202009445,1106,,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,2019-11-21 00:00:00,2019,11,Thursday,0,,BEACON ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202009411,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2019-12-15 21:00:00,2019,12,Sunday,21,,DUDLEY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202009407,619,,LARCENY ALL OTHERS,D14,778,0,2019-12-05 19:29:00,2019,12,Thursday,19,,EASTON ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202009381,3201,,PROPERTY - LOST/ MISSING,C11,403,0,2019-12-25 00:00:00,2019,12,Wednesday,0,,DORCHESTER AVE,42.2797429429005,-71.0661997037856,"(42.2797429429005, -71.0661997037856)"
202009180,1107,,FRAUD - IMPERSONATION,D14,778,0,2019-11-28 00:00:00,2019,11,Thursday,0,,SHEPARD ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202009162,1001,,FORGERY / COUNTERFEITING,D14,778,0,2019-12-20 00:00:00,2019,12,Friday,0,,GUEST ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202009149,1106,,FRAUD - CREDIT CARD / ATM FRAUD,E5,691,0,2019-11-22 08:30:00,2019,11,Friday,8,,BLUE LEDGE DR,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202008638,619,,LARCENY ALL OTHERS,B2,282,0,2019-10-09 14:00:00,2019,10,Wednesday,14,,HARRISHOF ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202008604,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,143,0,2019-12-31 13:00:00,2019,12,Tuesday,13,,BOYLSTON ST,42.348623815555,-71.0827763708641,"(42.348623815555, -71.0827763708641)"
202008497,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2019-12-20 23:00:00,2019,12,Friday,23,,COMMONWEALTH AVE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202008426,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2019-11-09 18:59:00,2019,11,Saturday,18,,GENEVA AVE,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202008421,1001,,FORGERY / COUNTERFEITING,A1,77,0,2019-10-30 00:00:00,2019,10,Wednesday,0,,PINCKNEY ST,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202008365,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A15,41,0,2019-12-17 17:00:00,2019,12,Tuesday,17,,LOWNEY WAY,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)"
202008357,3115,,INVESTIGATE PERSON,A1,72,0,2019-12-31 22:37:00,2019,12,Tuesday,22,,BEACON ST,42.3582549484192,-71.0617347189815,"(42.3582549484192, -71.0617347189815)"
202008183,3106,,PROPERTY - ACCIDENTAL DAMAGE,E18,520,0,2019-11-25 19:00:00,2019,11,Monday,19,,"1249 HYDE PARK AVE
BOSTON  MA 02136
UNITED STATES",42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
202008085,3114,,INVESTIGATE PROPERTY,E5,691,0,2019-12-17 06:45:00,2019,12,Tuesday,6,,VFW PKWY,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202008060,1107,,FRAUD - IMPERSONATION,E18,520,0,2019-12-03 19:00:00,2019,12,Tuesday,19,,RIVER ST,42.2562159204022,-71.1240194732902,"(42.2562159204022, -71.1240194732902)"
202008034,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2019-12-13 13:00:00,2019,12,Friday,13,,COMMONWEALTH AVENUE,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
202007910,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2019-12-05 15:00:00,2019,12,Thursday,15,,FOREST HILLS ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
202007841,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-12-30 20:00:00,2019,12,Monday,20,,STUART ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
202007813,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,2019-12-01 12:00:00,2019,12,Sunday,12,,ROCKLAND ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007788,617,,LARCENY THEFT FROM BUILDING,C11,255,0,2019-12-29 00:00:00,2019,12,Sunday,0,,DORCHESTER AVE,42.3085472782749,-71.0582121912183,"(42.3085472782749, -71.0582121912183)"
202007757,619,,LARCENY ALL OTHERS,B3,427,0,2019-11-17 12:00:00,2019,11,Sunday,12,,NORFOLK ST,42.2766838992456,-71.0924024790431,"(42.2766838992456, -71.0924024790431)"
202007742,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2019-12-23 12:00:00,2019,12,Monday,12,,HUMBOLDT AVE,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007734,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2019-12-18 00:00:00,2019,12,Wednesday,0,,LOUIS D BROWN WAY,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202007720,617,,LARCENY THEFT FROM BUILDING,D4,282,0,2019-11-18 12:00:00,2019,11,Monday,12,,COVENTRY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007703,2647,,THREATS TO DO BODILY HARM,B2,282,0,2019-10-01 12:00:00,2019,10,Tuesday,12,,QUINCY ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007591,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6,228,0,2019-12-18 21:36:00,2019,12,Wednesday,21,,E BROADWAY,42.3357580118898,-71.0282030549934,"(42.3357580118898, -71.0282030549934)"
202007571,1107,,FRAUD - IMPERSONATION,D4,200,0,2019-12-18 00:00:00,2019,12,Wednesday,0,,WASHINGTON ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202007461,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,766,0,2019-12-01 01:00:00,2019,12,Sunday,1,,CRESTHILL RD,42.3561882952201,-71.157516007861,"(42.3561882952201, -71.157516007861)"
202007422,1201,,EMBEZZLEMENT,E5,691,0,2019-11-11 18:00:00,2019,11,Monday,18,,WASHINGTON ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202007409,724,,AUTO THEFT,A1,77,0,2019-12-13 12:00:00,2019,12,Friday,12,,PARK PLZ,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
202007402,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6,200,0,2019-11-01 00:00:00,2019,11,Friday,0,,H ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
202007151,520,,BURGLARY - RESIDENTIAL,E5,691,0,2019-12-20 20:00:00,2019,12,Friday,20,,CAROL CIR,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
202007123,3112,,LANDLORD - TENANT,B2,282,0,2019-11-21 00:00:00,2019,11,Thursday,0,,WAUMBECK ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007104,3201,,PROPERTY - LOST/ MISSING,,282,0,2019-12-27 10:49:00,2019,12,Friday,10,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
202007079,3201,,PROPERTY - LOST/ MISSING,B2,465,0,2019-12-30 00:00:00,2019,12,Monday,0,,HOLBORN ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202006878,616,,LARCENY THEFT OF BICYCLE,D4,167,0,2019-11-02 09:15:00,2019,11,Saturday,9,,QUEENSBERRY ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
202006704,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-28 16:24:00,2019,12,Saturday,16,,E SPRINGFIELD ST,42.3395419898301,-71.0694087696754,"(42.3395419898301, -71.0694087696754)"
202006645,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2019-11-16 16:00:00,2019,11,Saturday,16,,DELHI ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
202006643,3201,,PROPERTY - LOST/ MISSING,E18,574,0,2019-12-13 12:27:00,2019,12,Friday,12,,AMERICAN LEGION HWY,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
202006602,1402,,VANDALISM,C11,358,0,2019-12-18 01:00:00,2019,12,Wednesday,1,,GREENBRIER ST,42.2964216912863,-71.0704532718876,"(42.2964216912863, -71.0704532718876)"
202006438,3115,,INVESTIGATE PERSON,C11,355,0,2019-12-06 00:00:00,2019,12,Friday,0,,BUTLER ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
202006408,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,757,0,2019-12-22 12:00:00,2019,12,Sunday,12,,BIGELOW ST,42.3559952863772,-71.1651658583872,"(42.3559952863772, -71.1651658583872)"
202006398,2647,,THREATS TO DO BODILY HARM,E13,574,0,2019-10-01 13:50:00,2019,10,Tuesday,13,,WALK HILL ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
