"Project Name:AEP1802E UT1 C Utility Simple FixProject Code:AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",1.00,"1.000.000.000.000.000.00","0.000.001.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living CenterProject Code:CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale",
"",Subtotal,106.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00
PIPEFITTER & STEAMFITTER,Journey,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,150.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",748.00,"748.000.000.000.000.000.00","0.000.00748.00",,,,,,,,
"",,,,,,,,,0.00,748.00,
Apprentice,206.00,206.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206.00,
A/J Ratio,0.28,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,954.00,954.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,954.00,
"King Painting, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"PAINTER / TAPER (BRUSH, NEW)",Journey,94.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,94.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,94.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,94.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",94.00,"0.000.0094.000.000.000.00","0.000.0094.00",,,,,,,,
"",,,,,,,,,,0.00,94.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,94.00,0.00,0.00,94.00,0.00,0.00,0.00,0.00,0.00,94.00
MORTECH MANUFACTURING,,,,,,,,,,,
LABORER: CARPENTER TENDER,Journey,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,40.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,40.00
Total for Contractor,Journey,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,40.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,40.00
"New England Interior Specialties, Inc.",,,,,,,,,,,
CARPENTER,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"Ondrick Materials & Recycling, LLC",,,,,,,,,,,
ASPHALT RAKER,Journey,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
DRIVER,Journey,6.50,2.75,0.00,3.75,0.00,0.00,0.00,0.00,0.00,6.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,6.50,2.75,0.00,3.75,0.00,0.00,0.00,0.00,0.00,6.50
EQUIPMENT OPERATOR (Class A CDL),Journey,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
LABORER,Journey,24.00,14.25,9.75,0.00,0.00,0.00,0.00,0.00,0.00,24.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,24.00,14.25,9.75,0.00,0.00,0.00,0.00,0.00,0.00,24.00,
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,55.50,42.00,9.75,3.75,0.00,0.00,0.00,0.00,0.00,55.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,55.50,42.00,9.75,3.75,0.00,0.00,0.00,0.00,0.00,55.50
"Orlando Annulli & Sons, Inc.",,,,,,,,,,,
CARPENTER,Journey,203.00,203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,203.00,203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.00
LABORER,Journey,335.50,335.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,335.50,335.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.50
Total for Contractor,Journey,538.50,538.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,538.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,538.50,538.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,538.50
Palma Inc.,,,,,,,,,,,
CEMENT MASONRY/PLASTERING,Journey,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",64.00,"64.000.000.000.000.000.00","0.000.0064.00",,,,,,,,
"",,,,,,,,,,0.00,64.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00
Pioneer Landscapes,,,,,,,,,,,
LABORER,Journey,56.75,56.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,56.75,56.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.75
Total for Contractor,Journey,56.75,56.75,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,56.75
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,56.75,56.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.75
Ryan Medical Equipment,,,,,,,,,,,
LABORER,Journey,16.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,16.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,16.00
SALAMON FLOORING INC,,,,,,,,,,,
FLOORCOVERER,Journey,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00
LABORER,Journey,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
Total for Contractor,Journey,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,40.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
"Stem Solutions, LLC",,,,,,,,,,,
CARPENTER,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"Superior Caulking & Waterproofing Co., Inc.",,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,84.00,35.00,8.00,41.00,0.00,0.00,0.00,0.00,0.00,84.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,84.00,35.00,8.00,41.00,0.00,0.00,0.00,0.00,0.00,84.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",84.00,"35.008.0041.000.000.000.00","0.000.0084.00",,,,,,,,
"",,,,,,,,,0.00,84.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,84.00,35.00,8.00,41.00,0.00,0.00,0.00,0.00,0.00,84.00
Synergy Electrical Systems LLC,,,,,,,,,,,
ELECTRICIAN,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",A/J Ratio,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Total for Contractor,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,8.00,,
Apprentice,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,
A/J Ratio,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"Titan Roofing, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
ROOFER,Journey,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50
"",Apprentice,3.50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,3.50
"",A/J Ratio,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.00,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",3.50,"3.500.000.000.000.000.00","0.000.003.50",,,,,,,,
"",,,,,,,,,,0.00,3.50
"",Apprentice,3.50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,3.50
"",A/J Ratio,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,7.00,3.50,3.50,0.00,0.00,0.00,0.00,0.00,0.00,7.00
"Ultimate Construction, LLC",,,,,,,,,,,
CARPENTER,Journey,37.50,29.50,0.00,0.00,0.00,0.00,8.00,0.00,0.00,37.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,37.50,29.50,0.00,0.00,0.00,0.00,8.00,0.00,0.00,37.50
Total for Contractor,Journey,37.50,29.50,0.00,0.00,0.00,0.00,8.00,0.00,,
"",,,,,,,,,,0.00,37.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,37.50,29.50,0.00,0.00,0.00,0.00,8.00,0.00,0.00,37.50
"Universal Electric Company, Inc.",,,,,,,,,,,
ELECTRICIAN,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:CME0902 DC1 C Chief Medical Examiner Office West Central CombinedProject Code:CME0902 DC1 CM",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
Total for Contractor,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Walch & Company Inc.,,,,,,,,,,,
CARPENTER,Journey,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",3.00,"3.000.000.000.000.000.00","0.000.003.00",,,,,,,,
"",,,,,,,,,,0.00,3.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
"Whitehawk Construction Services, Inc.",,,,,,,,,,,
CARPENTER,Journey,315.50,315.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,315.50,315.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.50
Total for Contractor,Journey,315.50,315.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,0.00,315.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,315.50,315.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.50,
